ReportingMonth,Granularity,Area,ICBODSCode,RegionODSCode,MetricName,MetricValue
202008,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,6643
202008,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,10935
202008,ICB,NHS SHROPSHIRE,,,,
202008,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,5050
202008,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,14314
202008,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,11308
202008,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,13657
202008,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,10881
202008,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,8936
202008,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,7533
202008,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,12941
202008,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,25058
202009,National,England,Not Applicable,Not Applicable,Number of complete sessions,933166
202009,Regional,NULL,Not Applicable,Not Applicable,Number of complete sessions,309
202009,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,101257
202009,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,115939
202009,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,175673
202009,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,164099
202009,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,141470
202009,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,138600
202009,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,95819
202009,ICB,NULL,Not Applicable,Not Applicable,Number of complete sessions,309
202009,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202009,ICB,NHS BEDFORDSHIRE,,,,
202009,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,18344
202009,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,22769
202009,ICB,NHS BRISTOL,,,,
202009,ICB,NHS BUCKINGHAMSHIRE,,,,
202009,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,13971
202009,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,53082
202009,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,10726
202009,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,14475
202009,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,18815
202009,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,20166
202009,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,12607
202009,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,11996
202009,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,10844
202009,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,55586
202009,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,30612
202009,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,11334
202009,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,22274
202009,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,28800
202009,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,29722
202009,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,32802
202009,ICB,NHS LEICESTER,,,,
202009,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,11888
202009,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,18211
202009,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,16218
202009,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,17154
202009,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,66305
202009,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,25321
202009,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,25069
202009,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,11747
202009,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,21412
202009,ICB,NHS SHROPSHIRE,,,,
202009,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,8750
202009,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,25882
202009,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,22513
202009,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,25631
202009,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,19731
202009,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,15632
202009,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,14755
202009,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,22629
202009,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,43363
202010,National,England,Not Applicable,Not Applicable,Number of complete sessions,587679
202010,Regional,NULL,Not Applicable,Not Applicable,Number of complete sessions,48
202010,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,57620
202010,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,68867
202010,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,105662
202010,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,113859
202010,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,105741
202010,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,79206
202010,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,56676
202010,ICB,NULL,Not Applicable,Not Applicable,Number of complete sessions,48
202010,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202010,ICB,NHS BEDFORDSHIRE,,,,
202010,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,10573
202010,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,13292
202010,ICB,NHS BRISTOL,,,,
202010,ICB,NHS BUCKINGHAMSHIRE,,,,
202010,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,8790
202010,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,37740
202010,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,5792
202010,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,8337
202010,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,11906
202010,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,12016
202010,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,7875
202010,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,6394
202010,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,5954
202010,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,42321
202010,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,19070
202010,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,6396
202010,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,12179
202010,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,20093
202010,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,16141
202010,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,25680
202010,ICB,NHS LEICESTER,,,,
202010,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,7175
202010,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,10154
202010,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,9244
202010,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,10843
202010,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,44299
202010,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,15337
202010,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,14867
202010,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,6632
202010,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,13966
202010,ICB,NHS SHROPSHIRE,,,,
202010,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,4997
202010,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,15031
202010,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,12789
202010,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,18640
202010,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,12264
202010,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,9167
202010,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,7966
202010,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,13695
202010,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,30827
202011,National,England,Not Applicable,Not Applicable,Number of complete sessions,539903
202011,Regional,NULL,Not Applicable,Not Applicable,Number of complete sessions,49
202011,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,55126
202011,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,61416
202011,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,106002
202011,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,104082
202011,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,79535
202011,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,78841
202011,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,54852
202011,ICB,NULL,Not Applicable,Not Applicable,Number of complete sessions,49
202011,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202011,ICB,NHS BEDFORDSHIRE,,,,
202011,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,9923
202011,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,14122
202011,ICB,NHS BRISTOL,,,,
202011,ICB,NHS BUCKINGHAMSHIRE,,,,
202011,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,8194
202011,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,26551
202011,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,5347
202011,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,8208
202011,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,11719
202011,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,11367
202011,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,7065
202011,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,5940
202011,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,6042
202011,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,33072
202011,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,18450
202011,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,6577
202011,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,11536
202011,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,19794
202011,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,19340
202011,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,19912
202011,ICB,NHS LEICESTER,,,,
202011,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,7799
202011,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,9914
202011,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,9026
202011,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,9373
202011,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,40816
202011,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,14777
202011,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,12971
202011,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,6831
202011,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,11646
202011,ICB,NHS SHROPSHIRE,,,,
202011,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,5072
202011,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,13549
202011,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,10746
202011,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,15338
202011,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,13478
202011,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,8380
202011,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,7517
202011,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,12936
202011,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,28134
202012,National,England,Not Applicable,Not Applicable,Number of complete sessions,547412
202012,Regional,NULL,Not Applicable,Not Applicable,Number of complete sessions,41
202012,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,67475
202012,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,84652
202012,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,95561
202012,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,85205
202012,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,70275
202012,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,92720
202012,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,51483
202012,ICB,NULL,Not Applicable,Not Applicable,Number of complete sessions,41
202012,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202012,ICB,NHS BEDFORDSHIRE,,,,
202012,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,9221
202012,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,12578
202012,ICB,NHS BRISTOL,,,,
202012,ICB,NHS BUCKINGHAMSHIRE,,,,
202012,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,8642
202012,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,24721
202012,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,5933
202012,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,7577
202012,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,10611
202012,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,10607
202012,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,6603
202012,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,7487
202012,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,6014
202012,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,27350
202012,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,19440
202012,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,6139
202012,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,15154
202012,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,15470
202012,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,23241
202012,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,18204
202012,ICB,NHS LEICESTER,,,,
202012,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,7140
202012,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,14521
202012,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,9625
202012,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,13181
202012,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,34048
202012,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,20494
202012,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,16918
202012,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,7296
202012,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,10243
202012,ICB,NHS SHROPSHIRE,,,,
202012,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,5052
202012,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,19194
202012,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,14865
202012,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,13353
202012,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,11242
202012,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,9597
202012,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,9253
202012,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,15759
202012,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,22334
202101,National,England,Not Applicable,Not Applicable,Number of complete sessions,729755
202101,Regional,NULL,Not Applicable,Not Applicable,Number of complete sessions,34
202101,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,86351
202101,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,101464
202101,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,133929
202101,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,117546
202101,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,99627
202101,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,116267
202101,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,74537
202101,ICB,NULL,Not Applicable,Not Applicable,Number of complete sessions,34
202101,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202101,ICB,NHS BEDFORDSHIRE,,,,
202101,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,14125
202101,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,19293
202101,ICB,NHS BRISTOL,,,,
202101,ICB,NHS BUCKINGHAMSHIRE,,,,
202101,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,11805
202101,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,37142
202101,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,8398
202101,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,10493
202101,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,14577
202101,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,14966
202101,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,10761
202101,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,10012
202101,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,7854
202101,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,38152
202101,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,27738
202101,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,9051
202101,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,18720
202101,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,21555
202101,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,23688
202101,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,24333
202101,ICB,NHS LEICESTER,,,,
202101,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,8801
202101,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,15861
202101,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,13635
202101,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,15749
202101,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,47334
202101,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,24466
202101,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,22432
202101,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,9767
